,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
131,Byron Howard,Diedrich Bader,Adventure Animation Comedy Drama Family,Chloë Grace Moretz,Bolt,James Lipton,Byron Howard Diedrich Bader Adventure Animation Comedy Drama Family Chloë Grace Moretz James Lipton
132,Hoyt Yeatman,Piper Mackenzie Harris,Action Adventure Animation Comedy Family Fantasy Sci-Fi,Kelli Garner,G-Force,Niecy Nash,Hoyt Yeatman Piper Mackenzie Harris Action Adventure Animation Comedy Family Fantasy Sci-Fi Kelli Garner Niecy Nash
133,Jonathan Liebesman,Edgar Ramírez,Action Adventure Fantasy,Liam Neeson,Wrath of the Titans,Lily James,Jonathan Liebesman Edgar Ramírez Action Adventure Fantasy Liam Neeson Lily James
134,Tim Burton,Chloë Grace Moretz,Comedy Fantasy Horror,Johnny Depp,Dark Shadows,Christopher Lee,Tim Burton Chloë Grace Moretz Comedy Fantasy Horror Johnny Depp Christopher Lee
135,Christopher McQuarrie,Jeremy Renner,Action Adventure Thriller,Tom Cruise,Mission: Impossible - Rogue Nation,Sean Harris,Christopher McQuarrie Jeremy Renner Action Adventure Thriller Tom Cruise Sean Harris
136,Joe Johnston,Simon Merrells,Drama Fantasy Horror Thriller,Anthony Hopkins,The Wolfman,Art Malik,Joe Johnston Simon Merrells Drama Fantasy Horror Thriller Anthony Hopkins Art Malik
137,David Yates,Alexander Skarsgård,Action Adventure Drama Romance,Christoph Waltz,The Legend of Tarzan,Casper Crump,David Yates Alexander Skarsgård Action Adventure Drama Romance Christoph Waltz Casper Crump
138,Steve Hickner,Oprah Winfrey,Adventure Animation Comedy Family,Matthew Broderick,Bee Movie,Rip Torn,Steve Hickner Oprah Winfrey Adventure Animation Comedy Family Matthew Broderick Rip Torn
139,Jennifer Yuh Nelson,Gary Oldman,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Kung Fu Panda 2,Mike Bell,Jennifer Yuh Nelson Gary Oldman Action Adventure Animation Comedy Family Angelina Jolie Pitt Mike Bell
140,M. Night Shyamalan,Noah Ringer,Action Adventure Family Fantasy,Seychelle Gabriel,The Last Airbender,Aasif Mandvi,M. Night Shyamalan Noah Ringer Action Adventure Family Fantasy Seychelle Gabriel Aasif Mandvi
141,J.J. Abrams,Tom Cruise,Action Adventure Thriller,Philip Seymour Hoffman,Mission: Impossible III,Eddie Marsan,J.J. Abrams Tom Cruise Action Adventure Thriller Philip Seymour Hoffman Eddie Marsan
142,Roland Emmerich,Jake Weber,Action Drama Thriller,Channing Tatum,White House Down,Matt Craven,Roland Emmerich Jake Weber Action Drama Thriller Channing Tatum Matt Craven
143,Simon Wells,Dan Fogler,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois,Mars Needs Moms,Tom Everett Scott,Simon Wells Dan Fogler Action Adventure Animation Comedy Family Sci-Fi Elisabeth Harnois Tom Everett Scott
144,David Bowers,Kate Winslet,Adventure Animation Comedy Family,Hugh Jackman,Flushed Away,David Suchet,David Bowers Kate Winslet Adventure Animation Comedy Family Hugh Jackman David Suchet
145,Joe Wright,Cara Delevingne,Adventure Family Fantasy,Hugh Jackman,Pan,Nonso Anozie,Joe Wright Cara Delevingne Adventure Family Fantasy Hugh Jackman Nonso Anozie
146,Rob Minkoff,Zach Callison,Adventure Animation Comedy Family Sci-Fi,Ty Burrell,Mr. Peabody & Sherman,Karan Brar,Rob Minkoff Zach Callison Adventure Animation Comedy Family Sci-Fi Ty Burrell Karan Brar
147,Wolfgang Petersen,Orlando Bloom,Adventure,Brad Pitt,Troy,Julian Glover,Wolfgang Petersen Orlando Bloom Adventure Brad Pitt Julian Glover
148,Eric Darnell,Martin Short,Adventure Animation Comedy Family,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,Cedric the Entertainer,Eric Darnell Martin Short Adventure Animation Comedy Family Jada Pinkett Smith Cedric the Entertainer
149,Lee Tamahori,Colin Salmon,Action Adventure Thriller,Toby Stephens,Die Another Day,Rick Yune,Lee Tamahori Colin Salmon Action Adventure Thriller Toby Stephens Rick Yune
150,Paul Feig,Kate McKinnon,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,Ghostbusters,Zach Woods,Paul Feig Kate McKinnon Action Comedy Fantasy Sci-Fi Ed Begley Jr. Zach Woods
151,Michael Bay,Steve Buscemi,Action Adventure Sci-Fi Thriller,Bruce Willis,Armageddon,Will Patton,Michael Bay Steve Buscemi Action Adventure Sci-Fi Thriller Bruce Willis Will Patton
152,Barry Sonnenfeld,Rosario Dawson,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,Men in Black II,Rip Torn,Barry Sonnenfeld Rosario Dawson Action Adventure Comedy Family Fantasy Mystery Sci-Fi Will Smith Rip Torn
153,Robert Zemeckis,Anthony Hopkins,Action Adventure Animation Fantasy,Robin Wright,Beowulf,Sebastian Roché,Robert Zemeckis Anthony Hopkins Action Adventure Animation Fantasy Robin Wright Sebastian Roché
154,Alessandro Carloni,Angelina Jolie Pitt,Action Adventure Animation Comedy Family,J.K. Simmons,Kung Fu Panda 3,Wayne Knight,Alessandro Carloni Angelina Jolie Pitt Action Adventure Animation Comedy Family J.K. Simmons Wayne Knight
155,Brad Bird,Jeremy Renner,Action Adventure Thriller,Tom Cruise,Mission: Impossible - Ghost Protocol,Michael Nyqvist,Brad Bird Jeremy Renner Action Adventure Thriller Tom Cruise Michael Nyqvist
156,Peter Ramsey,Kamil McFadden,Adventure Animation Family Fantasy,Hugh Jackman,Rise of the Guardians,Khamani Griffin,Peter Ramsey Kamil McFadden Adventure Animation Family Fantasy Hugh Jackman Khamani Griffin
157,Dean Parisot,Richard Burgi,Comedy Crime,John Michael Higgins,Fun with Dick and Jane,David Herman,Dean Parisot Richard Burgi Comedy Crime John Michael Higgins David Herman
158,Edward Zwick,Tony Goldwyn,Action Drama History War,Tom Cruise,The Last Samurai,Chad Lindberg,Edward Zwick Tony Goldwyn Action Drama History War Tom Cruise Chad Lindberg
159,Ridley Scott,María Valverde,Action Adventure Drama,Christian Bale,Exodus: Gods and Kings,Ben Mendelsohn,Ridley Scott María Valverde Action Adventure Drama Christian Bale Ben Mendelsohn
160,J.J. Abrams,Leonard Nimoy,Action Adventure Sci-Fi,Chris Hemsworth,Star Trek,Bruce Greenwood,J.J. Abrams Leonard Nimoy Action Adventure Sci-Fi Chris Hemsworth Bruce Greenwood
161,Sam Raimi,James Franco,Action Adventure Fantasy Romance,J.K. Simmons,Spider-Man,Kirsten Dunst,Sam Raimi James Franco Action Adventure Fantasy Romance J.K. Simmons Kirsten Dunst
162,Dean DeBlois,Djimon Hounsou,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,How to Train Your Dragon 2,America Ferrera,Dean DeBlois Djimon Hounsou Action Adventure Animation Comedy Family Fantasy Gerard Butler America Ferrera
163,Alex Proyas,Elodie Yung,Action Adventure Fantasy,Gerard Butler,Gods of Egypt,Bryan Brown,Alex Proyas Elodie Yung Action Adventure Fantasy Gerard Butler Bryan Brown
164,Rob Cohen,Joe Morton,Action Adventure Sci-Fi Thriller,Sam Shepard,Stealth,Richard Roxburgh,Rob Cohen Joe Morton Action Adventure Sci-Fi Thriller Sam Shepard Richard Roxburgh
165,Zack Snyder,Billy Crudup,Action Drama Mystery Sci-Fi,Matt Frewer,Watchmen,Stephen McHattie,Zack Snyder Billy Crudup Action Drama Mystery Sci-Fi Matt Frewer Stephen McHattie
166,Richard Donner,Rene Russo,Action Crime Thriller,Jet Li,Lethal Weapon 4,Darlene Love,Richard Donner Rene Russo Action Crime Thriller Jet Li Darlene Love
167,Ang Lee,Regi Davis,Action Sci-Fi,Kevin Rankin,Hulk,Celia Weston,Ang Lee Regi Davis Action Sci-Fi Kevin Rankin Celia Weston
168,Jon M. Chu,Dwayne Johnson,Action Adventure Sci-Fi Thriller,Channing Tatum,G.I. Joe: Retaliation,Elodie Yung,Jon M. Chu Dwayne Johnson Action Adventure Sci-Fi Thriller Channing Tatum Elodie Yung
169,Breck Eisner,Rainn Wilson,Action Adventure Comedy Thriller,Matthew McConaughey,Sahara,Delroy Lindo,Breck Eisner Rainn Wilson Action Adventure Comedy Thriller Matthew McConaughey Delroy Lindo
170,Hironobu Sakaguchi,Ming-Na Wen,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,Final Fantasy: The Spirits Within,Jean Simmons,Hironobu Sakaguchi Ming-Na Wen Action Adventure Animation Fantasy Romance Sci-Fi Steve Buscemi Jean Simmons
171,Joe Johnston,Dominic Cooper,Action Adventure Sci-Fi,Chris Evans,Captain America: The First Avenger,Hayley Atwell,Joe Johnston Dominic Cooper Action Adventure Sci-Fi Chris Evans Hayley Atwell
172,Michael Apted,Maria Grazia Cucinotta,Action Adventure Thriller,Colin Salmon,The World Is Not Enough,Desmond Llewelyn,Michael Apted Maria Grazia Cucinotta Action Adventure Thriller Colin Salmon Desmond Llewelyn
173,Peter Weir,Lee Ingleby,Action Adventure Drama History War,James D'Arcy,Master and Commander: The Far Side of the World,David Threlfall,Peter Weir Lee Ingleby Action Adventure Drama History War James D'Arcy David Threlfall
174,Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart Adventure Drama Fantasy Romance Robert Pattinson Taylor Lautner
175,George Miller,Brad Pitt,Animation Comedy Family Musical,Robin Williams,Happy Feet 2,Common,George Miller Brad Pitt Animation Comedy Family Musical Robin Williams Common
176,Louis Leterrier,Peter Mensah,Action Adventure Sci-Fi,Ty Burrell,The Incredible Hulk,William Hurt,Louis Leterrier Peter Mensah Action Adventure Sci-Fi Ty Burrell William Hurt
178,Steven Spielberg,Penelope Wilton,Adventure Family Fantasy,Mark Rylance,The BFG,Rafe Spall,Steven Spielberg Penelope Wilton Adventure Family Fantasy Mark Rylance Rafe Spall
179,Alejandro G. Iñárritu,Tom Hardy,Adventure Drama Thriller Western,Leonardo DiCaprio,The Revenant,Lukas Haas,Alejandro G. Iñárritu Tom Hardy Adventure Drama Thriller Western Leonardo DiCaprio Lukas Haas
180,David Soren,Snoop Dogg,Adventure Animation Comedy Family Sport,Ryan Reynolds,Turbo,Ben Schwartz,David Soren Snoop Dogg Adventure Animation Comedy Family Sport Ryan Reynolds Ben Schwartz
181,Gore Verbinski,Ray Winstone,Adventure Animation Comedy Family Western,Johnny Depp,Rango,Stephen Root,Gore Verbinski Ray Winstone Adventure Animation Comedy Family Western Johnny Depp Stephen Root
182,Eric Darnell,Annet Mahendru,Adventure Animation Comedy Family,Benedict Cumberbatch,Penguins of Madagascar,Andy Richter,Eric Darnell Annet Mahendru Adventure Animation Comedy Family Benedict Cumberbatch Andy Richter
183,Paul Greengrass,Edgar Ramírez,Action Mystery Thriller,Matt Damon,The Bourne Ultimatum,Albert Finney,Paul Greengrass Edgar Ramírez Action Mystery Thriller Matt Damon Albert Finney
184,Mark Osborne,Wayne Knight,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Kung Fu Panda,Dan Fogler,Mark Osborne Wayne Knight Action Adventure Animation Comedy Family Angelina Jolie Pitt Dan Fogler
185,Peyton Reed,Hayley Atwell,Action Adventure Comedy Sci-Fi,Judy Greer,Ant-Man,T.I.,Peyton Reed Hayley Atwell Action Adventure Comedy Sci-Fi Judy Greer T.I.
186,Francis Lawrence,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire,Sandra Ellis Lafferty,Francis Lawrence Josh Hutcherson Adventure Sci-Fi Thriller Jennifer Lawrence Sandra Ellis Lafferty
187,Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart Adventure Drama Fantasy Romance Robert Pattinson Taylor Lautner
188,Tim Johnson,Matt Jones,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Home,April Winchell,Tim Johnson Matt Jones Adventure Animation Comedy Family Fantasy Sci-Fi Jim Parsons April Winchell
189,Steven Spielberg,Lisa Ann Walter,Adventure Sci-Fi Thriller,Tom Cruise,War of the Worlds,Rick Gonzalez,Steven Spielberg Lisa Ann Walter Adventure Sci-Fi Thriller Tom Cruise Rick Gonzalez
190,Michael Bay,Henry Rollins,Action Comedy Crime Thriller,Will Smith,Bad Boys II,Jordi Mollà,Michael Bay Henry Rollins Action Comedy Crime Thriller Will Smith Jordi Mollà
191,Chris Miller,Constance Marie,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Puss in Boots,Amy Sedaris,Chris Miller Constance Marie Action Adventure Animation Comedy Family Fantasy Salma Hayek Amy Sedaris
192,Phillip Noyce,Andre Braugher,Action Crime Mystery Thriller,Angelina Jolie Pitt,Salt,August Diehl,Phillip Noyce Andre Braugher Action Crime Mystery Thriller Angelina Jolie Pitt August Diehl
193,Darren Aronofsky,Emma Watson,Action Adventure Drama,Anthony Hopkins,Noah,Logan Lerman,Darren Aronofsky Emma Watson Action Adventure Drama Anthony Hopkins Logan Lerman
194,Steven Spielberg,Mackenzie Crook,Action Adventure Family Mystery,Toby Jones,The Adventures of Tintin,Tony Curran,Steven Spielberg Mackenzie Crook Action Adventure Family Mystery Toby Jones Tony Curran
195,Alfonso Cuarón,Gary Oldman,Adventure Family Fantasy Mystery,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban,Rupert Grint,Alfonso Cuarón Gary Oldman Adventure Family Fantasy Mystery Daniel Radcliffe Rupert Grint
196,Baz Luhrmann,Bryan Brown,Adventure Drama Romance War,Essie Davis,Australia,Eddie Baroo,Baz Luhrmann Bryan Brown Adventure Drama Romance War Essie Davis Eddie Baroo
197,M. Night Shyamalan,Zoë Kravitz,Action Adventure Sci-Fi,Will Smith,After Earth,Glenn Morshower,M. Night Shyamalan Zoë Kravitz Action Adventure Sci-Fi Will Smith Glenn Morshower
198,Eric Leighton,D.B. Sweeney,Adventure Animation Family Thriller,Alfre Woodard,Dinosaur,Della Reese,Eric Leighton D.B. Sweeney Adventure Animation Family Thriller Alfre Woodard Della Reese
199,Matt Birch,Dave Legeno,Action Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part II,Ralph Ineson,Matt Birch Dave Legeno Action Fantasy Rupert Grint Ralph Ineson
200,Shawn Levy,Rami Malek,Adventure Comedy Family Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb,Steve Coogan,Shawn Levy Rami Malek Adventure Comedy Family Fantasy Robin Williams Steve Coogan
201,Tom McGrath,Brad Pitt,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Megamind,Will Ferrell,Tom McGrath Brad Pitt Action Animation Comedy Family Sci-Fi J.K. Simmons Will Ferrell
202,Chris Columbus,Fiona Shaw,Adventure Family Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone,Verne Troyer,Chris Columbus Fiona Shaw Adventure Family Fantasy Daniel Radcliffe Verne Troyer
203,Robert Schwentke,Jeff Bridges,Action Comedy Fantasy,Ryan Reynolds,R.I.P.D.,Stephanie Szostak,Robert Schwentke Jeff Bridges Action Comedy Fantasy Ryan Reynolds Stephanie Szostak
204,Hideaki Anno,Shin'ya Tsukamoto,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Godzilla Resurgence,Atsuko Maeda,Hideaki Anno Shin'ya Tsukamoto Action Adventure Drama Horror Sci-Fi Mark Chinnery Atsuko Maeda
205,Gore Verbinski,Orlando Bloom,Action Adventure Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Davenport,Gore Verbinski Orlando Bloom Action Adventure Fantasy Johnny Depp Jack Davenport
206,Matt Birch,Toby Jones,Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part I,Alfred Enoch,Matt Birch Toby Jones Fantasy Rupert Grint Alfred Enoch
207,Francis Lawrence,Philip Seymour Hoffman,Adventure Sci-Fi Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,Josh Hutcherson,Francis Lawrence Philip Seymour Hoffman Adventure Sci-Fi Thriller Jennifer Lawrence Josh Hutcherson
208,Ron Howard,Seth Gabel,Mystery Thriller,Tom Hanks,The Da Vinci Code,Jürgen Prochnow,Ron Howard Seth Gabel Mystery Thriller Tom Hanks Jürgen Prochnow
209,Carlos Saldanha,Rachel Crow,Adventure Animation Comedy Family Musical,Miguel Ferrer,Rio 2,Jeffrey Garcia,Carlos Saldanha Rachel Crow Adventure Animation Comedy Family Musical Miguel Ferrer Jeffrey Garcia
210,Bryan Singer,Bruce Davison,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,X-Men 2,Aaron Stanford,Bryan Singer Bruce Davison Action Adventure Fantasy Sci-Fi Thriller Hugh Jackman Aaron Stanford
211,Justin Lin,Vin Diesel,Action Crime Thriller,Paul Walker,Fast Five,Dwayne Johnson,Justin Lin Vin Diesel Action Crime Thriller Paul Walker Dwayne Johnson
212,Guy Ritchie,Eddie Marsan,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,Paul Anderson,Guy Ritchie Eddie Marsan Action Adventure Crime Mystery Thriller Robert Downey Jr. Paul Anderson
213,Louis Leterrier,Jason Flemyng,Action Adventure Fantasy,Liam Neeson,Clash of the Titans,Alexa Davalos,Louis Leterrier Jason Flemyng Action Adventure Fantasy Liam Neeson Alexa Davalos
214,Paul Verhoeven,Rachel Ticotin,Action Sci-Fi,Ronny Cox,Total Recall,Marshall Bell,Paul Verhoeven Rachel Ticotin Action Sci-Fi Ronny Cox Marshall Bell
215,John McTiernan,Vladimir Kulich,Action Adventure History,Tony Curran,The 13th Warrior,Clive Russell,John McTiernan Vladimir Kulich Action Adventure History Tony Curran Clive Russell
216,Tony Gilroy,Scott Glenn,Action Adventure Thriller,Jeremy Renner,The Bourne Legacy,Stacy Keach,Tony Gilroy Scott Glenn Action Adventure Thriller Jeremy Renner Stacy Keach
217,Joel Schumacher,Vivica A. Fox,Action,Michael Gough,Batman & Robin,John Glover,Joel Schumacher Vivica A. Fox Action Michael Gough John Glover
218,Ron Howard,T.J. Thyne,Comedy Family Fantasy,Clint Howard,How the Grinch Stole Christmas,Molly Shannon,Ron Howard T.J. Thyne Comedy Family Fantasy Clint Howard Molly Shannon
219,Roland Emmerich,Dennis Quaid,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,The Day After Tomorrow,Sela Ward,Roland Emmerich Dennis Quaid Action Adventure Sci-Fi Thriller Jake Gyllenhaal Sela Ward
220,John Woo,Dougray Scott,Action Adventure Thriller,Tom Cruise,Mission: Impossible II,Richard Roxburgh,John Woo Dougray Scott Action Adventure Thriller Tom Cruise Richard Roxburgh
221,Wolfgang Petersen,Mary Elizabeth Mastrantonio,Action Adventure Drama Thriller,Karen Allen,The Perfect Storm,Bob Gunton,Wolfgang Petersen Mary Elizabeth Mastrantonio Action Adventure Drama Thriller Karen Allen Bob Gunton
222,Tim Story,Ioan Gruffudd,Action Adventure Sci-Fi Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer,Andre Braugher,Tim Story Ioan Gruffudd Action Adventure Sci-Fi Thriller Chris Evans Andre Braugher
223,Ang Lee,Rafe Spall,Adventure Drama Fantasy,Suraj Sharma,Life of Pi,Tabu,Ang Lee Rafe Spall Adventure Drama Fantasy Suraj Sharma Tabu
224,Mark Steven Johnson,Matt Long,Action Fantasy Thriller,Nicolas Cage,Ghost Rider,Peter Fonda,Mark Steven Johnson Matt Long Action Fantasy Thriller Nicolas Cage Peter Fonda
225,Paul Greengrass,Riz Ahmed,Action Thriller,Matt Damon,Jason Bourne,Ato Essandoh,Paul Greengrass Riz Ahmed Action Thriller Matt Damon Ato Essandoh
226,McG,Bernie Mac,Action Adventure Comedy Crime,Demi Moore,Charlie's Angels: Full Throttle,Justin Theroux,McG Bernie Mac Action Adventure Comedy Crime Demi Moore Justin Theroux
227,Ridley Scott,Charlize Theron,Adventure Mystery Sci-Fi,Michael Fassbender,Prometheus,Sean Harris,Ridley Scott Charlize Theron Adventure Mystery Sci-Fi Michael Fassbender Sean Harris
228,Rob Minkoff,Brad Garrett,Adventure Animation Comedy Family Fantasy,Nathan Lane,Stuart Little 2,Melanie Griffith,Rob Minkoff Brad Garrett Adventure Animation Comedy Family Fantasy Nathan Lane Melanie Griffith
229,Neill Blomkamp,Sharlto Copley,Action Drama Sci-Fi Thriller,Matt Damon,Elysium,Alice Braga,Neill Blomkamp Sharlto Copley Action Drama Sci-Fi Thriller Matt Damon Alice Braga
230,David Twohy,Alexa Davalos,Action Adventure Sci-Fi Thriller,Vin Diesel,The Chronicles of Riddick,Christina Cox,David Twohy Alexa Davalos Action Adventure Sci-Fi Thriller Vin Diesel Christina Cox
231,José Padilha,Abbie Cornish,Action Crime Sci-Fi Thriller,Gary Oldman,RoboCop,Jennifer Ehle,José Padilha Abbie Cornish Action Crime Sci-Fi Thriller Gary Oldman Jennifer Ehle
232,Lana Wachowski,Kick Gurry,Action Family Sport,Scott Porter,Speed Racer,Nicholas Elia,Lana Wachowski Kick Gurry Action Family Sport Scott Porter Nicholas Elia
233,James L. Brooks,Domenick Lombardozzi,Comedy Drama Romance,Shelley Conn,How Do You Know,Teyonah Parris,James L. Brooks Domenick Lombardozzi Comedy Drama Romance Shelley Conn Teyonah Parris
234,James Mangold,Marc Blucas,Action Comedy Romance,Tom Cruise,Knight and Day,Jordi Mollà,James Mangold Marc Blucas Action Comedy Romance Tom Cruise Jordi Mollà
